chapter number,start segment,end segment,chapter title,summary
2.7,443,452,7.理性的行为,黑猩猩具有高智商，可以有目的地思考，运用经验权衡选择后果，实现目的。
2.7,453,460,7.理性的行为,灵长类动物的高智力可能是由于应对复杂群体生活而形成的社会智力假设，这一概念也可以用于解释人类大脑的扩张。灵长类动物需要具备高度发达的调节动机和评估复杂社会形势的能力，以适应变化无常的社会环境。
2.7,461,465,7.理性的行为,乔里和尼克·哈姆弗莱提提出灵长类动物智能的进化是在社会环境压力下发生的，研究它们如何解决社会和技术问题。1975年，作者受库默尔观点启发，对黑猩猩的战略战术表现出深感困惑，从而读尼科罗·马基雅弗利的著作寻求灵感。
2.7,466,472,7.理性的行为,"作者认为灵长类动物的智力进化是由于需要智胜""人""，达成双赢的妥协，但不能单方面强调一方的智慧高于另一方。社会认知涵盖的内容比这更多。"
2.7,443,460,7.理性的行为,黑猩猩具有高智商，可以有目的地思考，运用经验权衡选择后果，实现目的，这可能是由于灵长类动物应对复杂群体生活而形成的社会智力假设。
2.7,461,472,7.理性的行为,"乔里和尼克·哈姆弗莱提提出灵长类动物智能的进化是由于社会环境压力，以及智胜""人""的需要而发生的，但不能单方面强调一方的智慧高于另一方，社会认知涵盖的内容更多。"
2.7,443,472,7.理性的行为,"黑猩猩具有高智商，乔里和尼克·哈姆弗莱提提出灵长类动物智能的进化是由于社会环境压力和智胜""人""的需要而发生的，但不能单方面强调一方的智慧高于另一方。社会认知涵盖的内容更多。"
3,473,473,第三部分,"提出了一种新的解决方案，它可以有效地解决问题。
新方案可有效解决问题。"
3.0,474,476,1.黑猩猩们的个性,黑猩猩有独特的个性，从外表到嗓音、行走方式到与同伴的互动，都有明显的差异。
3.0,477,478,1.黑猩猩们的个性,黑猩猩具有丰富的个性，从与他们一起工作的人的梦中可以看出，猿也是一个个个体。
3.0,479,480,1.黑猩猩们的个性,对于梦到猿的经历，作者不感到惊讶，因为他自己也曾梦到过黑猩猩，耶罗恩甚至与他握手。
3.0,481,483,1.黑猩猩们的个性,他拒绝了我的请求，认为他们的社会不适合我，并批评灵长类动物学家将动物人类化的做法。他们建议重视物种典型特征的行为，而不是个体之间的差别。
3.0,484,486,1.黑猩猩们的个性,日本灵长类动物学家们于1950年代开始大规模使用个体区别，考虑动物行为的独特基因构成、生活史及社会背景等因素。
3.0,487,488,1.黑猩猩们的个性,"研究者发现，数字编码后的观察对象会被自动视为""人""物，1979年有23个猿群成员，其中7个有较高影响力，将被描述。"
3.0,489,489,1.黑猩猩们的个性,"本书记录了1979年16只黑猩猩，分属3个以""第一母亲""为核心的雌性小组。"
3.0,474,483,1.黑猩猩们的个性,黑猩猩具有丰富的个性，表现出明显的外表、嗓音、行走方式和与同伴的互动差异，应重视物种典型特征的行为，而不是个体之间的差别。
3.0,484,489,1.黑猩猩们的个性,"日本灵长类动物学家们从1950年代开始，大规模使用个体区别，研究动物行为的基因构成、生活史及社会背景等因素，本书记录了1979年16只黑猩猩，分属3个以""第一母亲""为核心的雌性小组。"
3.0,474,489,1.黑猩猩们的个性,日本灵长类动物学家们重视物种典型特征的行为，研究黑猩猩的基因构成、生活史及社会背景等因素，记录了1979年16只黑猩猩的行为特征。
3.1,490,491,2.大妈妈（1）,大妈妈是群落中年纪最大的黑猩猩，大约40岁，她的注视具有巨大的力量，在群落中深受尊敬，地位相当于家庭中的老祖母。
3.1,492,493,2.大妈妈（1）,大妈妈在群落中扮演着调解者的角色，帮助缓解紧张关系，结束冲突。
3.1,494,495,2.大妈妈（1）,群落中的猿们联合起来追赶尼基，最终将其围困在树上，使其无法逃跑。
3.1,496,497,2.大妈妈（1）,"大妈妈爬上树抚摸尼基，尼基与对手们""握手言和""，大妈妈体型宽大、强壮，有时会做出鬼脸，可能是因为关节痛苦。"
3.1,498,499,2.大妈妈（1）,大妈妈在群落建立初期就表现出英勇和果断，成功统治18个月，直到3只成年雄黑猩猩出现，他们没有挑战她的权力，反而遭受追咬和扭打。
3.1,500,501,2.大妈妈（1）,三只雄黑猩猩在冬天的室内大厅中互相紧靠，早晨期待着雌黑猩猩出现的到来。
3.1,502,503,2.大妈妈（1）,"雄黑猩猩以叠""人""梯的方式在大妈妈和她的朋友的指挥下进行防卫，但雌黑猩猩的挑衅性武力炫示令他们感到恐惧。"
3.1,504,505,2.大妈妈（1）,经过一段时间，大妈妈和新来的黑猩猩建立了友好关系，但仍然存在暴力冲突。
3.1,506,507,2.大妈妈（1）,大妈妈拒绝接受雄黑猩猩的倾向，人为干预使其结束，耶罗恩通过鼓乐会让黑猩猩们服从。
3.1,508,509,2.大妈妈（1）,耶罗恩凭借击鼓和冲锋赢得头领地位，大妈妈和格律勒被允许回到群落，双方都感到困窘。
3.1,510,511,2.大妈妈（1）,提歇·范·伍尔芙藤·泡斯见证并记录了黑猩猩群落中的惊人场景，充满喧嚣的大厅里，三只成年雄黑猩猩叠叠地堆聚在一起尖叫，因害怕而腹泻。
3.1,512,512,2.大妈妈（1）,大妈妈对雄黑猩猩充满敌意，清理自己身上的排泄物后发起多次攻击。
3.1,490,497,2.大妈妈（1）,"大妈妈是群落中的领袖，她的注视具有巨大的力量，帮助缓解紧张关系，结束冲突，让尼基与对手们""握手言和""。"
3.1,498,505,2.大妈妈（1）,大妈妈成功统治18个月，但最终还是被3只成年雄黑猩猩取代，双方之间存在暴力冲突，但最终还是建立了友好关系。
3.1,506,512,2.大妈妈（1）,大妈妈和耶罗恩通过鼓乐会让黑猩猩们服从，大妈妈发起攻击，耶罗恩赢得头领地位，双方都感到困窘。提歇·范·伍尔芙藤·泡斯见证了黑猩猩群落中的惊人场景。大妈妈拒绝接受雄黑猩猩，耶罗恩凭借击鼓和冲锋赢得头领地位，双方都感到困窘，提歇·范·伍尔芙藤·泡斯见证了黑猩猩群
3.1,490,505,2.大妈妈（1）,大妈妈是群落中的领袖，通过注视力量缓解紧张关系，帮助尼基与对手们建立友好关系。
3.1,506,512,2.大妈妈（1）,"落中的惊人场景。

大妈妈和耶罗恩通过鼓乐会让黑猩猩们服从，耶罗恩凭借击鼓和冲锋赢得头领地位，提歇·范·伍尔芙藤·泡斯见证了黑猩猩群落中的惊人场景。"
3.1,490,512,2.大妈妈（1）,
3.2,513,515,3.大妈妈（2）,大妈妈没有得到群落内任何其他成员的支持，耶罗恩与格律勒友好接触，雌黑猩猩团结崩溃，大妈妈的首领职位被废黜，耶罗恩成为老板，大妈妈的权威被瓦解。
3.2,516,517,3.大妈妈（2）,我们干预雄黑猩猩居于统治地位，是有充分理由的，尽管受到了女权主义者的指责。
3.2,518,519,3.大妈妈（2）,雄黑猩猩在室内无法成功，但在户外可以获得勇气，通过武力表演与大妈妈单打独斗。
3.2,520,521,3.大妈妈（2）,成年雄黑猩猩体格强壮，跑起来快，迅速接管权力，减少猿受伤的频率，保护猿免受大妈妈的伤害。
3.2,522,523,3.大妈妈（2）,耶罗恩的权力上升给群落带来了解脱，最受益的是地位最低的个体，雄性也更好地控制了攻击性，并通过介入雌性之间的战斗来防止冲突升级。
3.2,524,525,3.大妈妈（2）,"）

耶罗恩以温和的方式控制黑猩猩群落，减轻紧张状况，让雌黑猩猩及其孩子得以解脱。"
3.2,526,528,3.大妈妈（2）,几周后，雌黑猩猩之间的关系变得紧张，最终发生了互咬，雄黑猩猩被放进大厅，他们的出现结束了战斗，效果显著。
3.2,529,530,3.大妈妈（2）,群落决定住在一起以防止更进一步的伤害，大妈妈的权力变大，她用武力炫示威胁其他个体，并用荡秋千般的方式猛踢某扇金属门。
3.2,531,532,3.大妈妈（2）,* 大妈妈在两年的过渡期中不再表现出武力炫示行为，但对生儿育女没有兴趣，最终将孩子扔给朋友格律勒。
3.2,533,534,3.大妈妈（2）,大妈妈经历了从孩子被带走到接受第二个孩子的转变，变得放松宽容，女儿莫尼克活得像公主，大妈妈温和护犊之心。
3.2,535,536,3.大妈妈（2）,"老""女人""的暴力使得莫尼克部分地享有着群落内的尊敬。"
3.2,513,521,3.大妈妈（2）,大妈妈失去群落内的支持，耶罗恩凭借武力取得统治权，保护猿免受伤害。
3.2,522,528,3.大妈妈（2）,
3.2,529,536,3.大妈妈（2）,大妈妈利用武力炫示威胁其他个体，但随着时间的推移，她变得放松宽容，莫尼克得到群落的尊敬。
3.2,513,536,3.大妈妈（2）,耶罗恩利用武力取得统治权，大妈妈也利用武力炫示威胁，但随着时间的推移，她变得放松宽容，莫尼克得到群落的尊敬。
3.3,537,538,4.耶罗恩与鲁伊特,耶罗恩和鲁伊特是哥本哈根动物园里的两只最年长的雄黑猩猩，他们可能已经在同一只笼子里生活了好些年，耶罗恩比鲁伊特年长几岁，耶罗恩沉稳，鲁伊特顽皮淘气。
3.3,539,540,4.耶罗恩与鲁伊特,耶罗恩是两只雄黑猩猩中较为年长的一只，他的胡须灰白，精力不济，武力炫示时间短，结束后会显得疲惫。
3.3,541,542,4.耶罗恩与鲁伊特,鲁伊特在武力炫示中加倍努力，以便抓住耶罗恩显出的疲劳迹象。
3.3,543,544,4.耶罗恩与鲁伊特,耶罗恩和鲁伊特有相同的背景，但他们之间的关系却经常被不和所模糊，他们既是互为竞争的对手，又是朋友。
3.3,545,546,4.耶罗恩与鲁伊特,本文讲述了两只变换角色的雄黑猩猩，让我们能够判断出他们的性格，否则会很难做出判断。
3.3,547,548,4.耶罗恩与鲁伊特,耶罗恩天生有敏锐的心计，积极进取，但有一项严重的生理缺陷阻碍了他的性兴奋。
3.3,549,551,4.耶罗恩与鲁伊特,鲁伊特性格坦率、友善，心情甚佳，给人可靠的印象，而耶罗恩则给人欺骗的印象。
3.3,552,552,4.耶罗恩与鲁伊特,鲁伊特以自身力量自豪，以优雅的武力炫示节奏感印象深刻，是其他黑猩猩无法比拟的。
3.3,537,544,4.耶罗恩与鲁伊特,耶罗恩和鲁伊特是哥本哈根动物园里的两只最年长的雄黑猩猩，他们之间既是竞争对手又是朋友，耶罗恩比鲁伊特年长，耶罗恩沉稳，鲁伊特顽皮淘气。
3.3,545,552,4.耶罗恩与鲁伊特,两只黑猩猩耶罗恩和鲁伊特，性格迥异，耶罗恩有敏锐的心计但有生理缺陷，鲁伊特友善坦率，以自身力量自豪，优雅的武力炫示节奏感印象深刻。
3.3,537,552,4.耶罗恩与鲁伊特,耶罗恩和鲁伊特是哥本哈根动物园里的两只最年长的雄黑猩猩，性格迥异，互相竞争又互相友善。
3.4,553,555,5.普伊斯特,普伊斯特是一只雌黑猩猩，拒绝交配，但定期具有性吸引力，热衷于手淫。
3.4,556,557,5.普伊斯特,普伊斯特是唯一一只有自慰习惯的猿，并且表现出同性恋行为。
3.4,558,559,5.普伊斯特,普伊斯特会接受雌黑猩猩的邀请，并与雄黑猩猩们竞争性交配，引发紧张的竞争气氛。
3.4,560,561,5.普伊斯特,"普伊斯特是黑猩猩群体中的""鸨母""，在性交活动中起着调节作用，支持雌黑猩猩拒绝性交，并与雄黑猩猩联手攻击。"
3.4,562,563,5.普伊斯特,普伊斯特是群落中最不受欢迎的成员，她给人以两面派与低贱的印象，经常与成年雄黑猩猩们为伴，并且不支持其他雌黑猩猩。
3.4,564,565,5.普伊斯特,普伊斯特是一只反常的雌黑猩猩，她会攻击其他雌黑猩猩，甚至说谎，让其他雌黑猩猩害怕她，令人惊讶。
3.4,566,568,5.普伊斯特,普伊斯特会以善意伪装的方式发起袭击，低级别的猿会表现出犹豫不决，表明普伊斯特是不可信的。
3.4,569,570,5.普伊斯特,"普伊斯特是雌黑猩猩群体中唯一一个与异性待在一起时间更长的成员，在两个半""球""之间占据中间位置，可能成为重新联结他们的重要中介因素。"
3.4,571,573,5.普伊斯特,"）

吉吉是一只体格巨大的雌黑猩猩，与普伊斯特不同的是，她不拒绝与雄性性交。"
3.4,574,576,5.普伊斯特,耶罗恩支持普伊斯特，但是尼基的坚持不懈最终使普伊斯特呈现生殖器，一年后生下健康女儿彭佳，最终证明自己是一个完美的母亲。
3.4,553,563,5.普伊斯特,普伊斯特是一只有自慰习惯的雌黑猩猩，表现出同性恋行为，在性交活动中起着调节作用，但受到群体的冷落。
3.4,564,573,5.普伊斯特,普伊斯特是一只反常的雌黑猩猩，以善意伪装的方式发起袭击，可能成为重新联结雌黑猩猩群体的重要中介因素。
3.4,574,576,5.普伊斯特,耶罗恩支持普伊斯特，尼基的坚持最终使普伊斯特成功生育，证明自己是一个完美的母亲。
3.4,553,576,5.普伊斯特,普伊斯特是一只反常的雌黑猩猩，表现出同性恋行为，受到群体的冷落，但最终在耶罗恩和尼基的支持下成功生育，可能成为重新联结雌黑猩猩群体的重要中介因素。
3.5,577,578,6.格律勒,格律勒是一只小巧纤细的雌黑猩猩，却拥有果断、坚定、果敢的性格，是群落中最有影响力的一员。
3.5,579,580,6.格律勒,格律勒与大妈妈的坚定同盟关系为其拥有高级社会地位提供了支持，他们互相支持、寻求安慰和拥抱，彼此之间的关系温暖而又牢固。
3.5,581,582,6.格律勒,格律勒照顾和保护着大妈妈与弗朗耶的孩子，自己生的孩子全都在几周内死了，但她仍然给了黑猩猩勇气，让它们敢于追赶对手。
3.5,583,585,6.格律勒,1979年，格律勒收养了茹丝耶，并用奶瓶喂养，经过10周的照料，格律勒开始有奶水，茹丝耶也完全依赖于她。
3.5,586,587,6.格律勒,茹丝耶最终能从格律勒获取足够的奶量，但饲养员们面临两个困难：格律勒喜欢喝奶，而且不专心观看示范动作。
3.5,588,590,6.格律勒,莫妮卡每天示范如何喂奶，但格律勒却总是朝着相反的方向看，这种张望方式表明她想尽可能接近新生婴儿，这种行为也可以在雌黑猩猩中观察到。
3.5,591,593,6.格律勒,她们通过模仿和条件反射的程序来学习，并在几周的训练后表现出理解的迹象。
3.5,594,595,6.格律勒,格律勒成功收养茹丝耶，让她享受到一个自然的童年时代，也让格律勒自己从死亡带来的悲伤中解脱出来。
3.5,596,598,6.格律勒,茹丝耶的收养激发了格律勒的产奶能力，使得她后来所生的孩子几乎不需要用奶瓶来补充喂养。
3.5,577,585,6.格律勒,格律勒是一只小巧纤细的雌黑猩猩，拥有果断、坚定、果敢的性格，是群落中最有影响力的一员，与大妈妈建立坚定同盟关系，照顾和保护着大妈妈与弗朗耶的孩子，收养茹丝耶，用奶瓶喂养，给了黑猩猩勇气。
3.5,586,595,6.格律勒,格律勒成功收养茹丝耶，通过模仿和条件反射的程序学习喂奶，让茹丝耶享受到一个自然的童年时代，也让格律勒自己从悲伤中解脱出来。
3.5,596,598,6.格律勒,茹丝耶的收养激发了格律勒的母乳喂养能力，使得孩子可以完全靠母乳喂养。
3.5,577,598,6.格律勒,格律勒是一只有影响力的黑猩猩，拥有果断、坚定、果敢的性格，成功收养茹丝耶，通过模仿和条件反射学习喂奶，让茹丝耶享受到一个自然的童年时代，也让格律勒自己从悲伤中解脱出来。
3.6,599,600,7.尼基与丹迪,尼基是这个故事中的青年英雄，他的无穷精力和行为具有催化剂的作用，改变了政治剧中的主要演员，使他们不能过上安逸的生活。
3.6,601,602,7.尼基与丹迪,尼基是一个聪明的乡巴佬，他破坏了群落的组织结构，在寒冷和炎热的日子里不断活动，还是群落中最快、最有运动特技的猿。
3.6,603,604,7.尼基与丹迪,尼基10岁时加入群落，以壮观的跳跃和筋斗炫示威胁性武力，萌发性兴趣，身体发育强壮，犬齿危险。
3.6,605,606,7.尼基与丹迪,尼基和丹迪是一对兄弟，尼基体型大而丹迪体型瘦小，丹迪智慧敏锐，是群落中最聪明的，会愚弄其他猿和人类。
3.6,607,609,7.尼基与丹迪,一个临时饲养员采用了一种新方法，成功地让丹迪走出笼子：用香蕉作为奖励。
3.6,610,612,7.尼基与丹迪,丹迪非凡的智力让他能够策划逃逸事件，甚至教会饲养员给他香蕉，令人不寒而栗。
3.6,613,614,7.尼基与丹迪,丹迪处于特殊的社会地位，黑猩猩的青春期持续几年，在此期间会疏远雌性和孩子，但未被成年雄性认可，独自漫游。
3.6,615,617,7.尼基与丹迪,青春期的丹迪黑猩猩会在母亲和亲属间来回游走，并试图在成年雄性团体中获得认可，但只能遭遇拒绝和粗暴对待，处于无法获得社会地位的苦恼之中。
3.6,618,619,7.尼基与丹迪,丹迪是一个孤独的黑猩猩，施嫔给了他母性的温暖和爱，他不得不靠狡诈来弥补体力上的不足，彼特·费拉曾目睹过他的惊异一幕。
3.6,620,621,7.尼基与丹迪,黑猩猩发现了人类带着装满水果的筐子，但未能成功抢走，许多猿从没有发现的地方走过去。
3.6,622,623,7.尼基与丹迪,丹迪悄悄地走到埋藏地点，毫不犹豫地挖出柚子独自享用，而不是将机会留给其他黑猩猩。
3.6,624,625,7.尼基与丹迪,研究发现，猿具有完美的欺骗能力，丹迪的行为让人吃惊，彼特·费拉来不及拍下这次事件。
3.6,599,606,7.尼基与丹迪,尼基是一个聪明的乡巴佬，他的无穷精力和行为具有催化剂的作用，改变了政治剧中的主要演员，使他们不能过上安逸的生活。他和弟弟丹迪一起改变了群落的组织结构，尼基以跳跃和筋斗炫示威胁性武力，丹迪以智慧敏锐愚弄其他猿和人类。尼基是这个故事中的青年英雄，他和弟弟丹迪一起改变了群落的组织
3.6,607,617,7.尼基与丹迪,"临时饲养员采用新方法成功让丹迪走出笼子，丹迪的智力让他能够策划逃逸，处于青春期的丹迪在母亲和亲属间来回游走，试图获得成年雄性团体的认可，但只能遭遇拒绝和粗暴对待。

丹迪黑猩猩的青春期持续几年，试图获得社会地位却只能遭遇拒绝和粗暴对待。"
3.6,618,625,7.尼基与丹迪,丹迪是一个有智慧的黑猩猩，他利用狡诈和母性的温暖和爱来获取水果，彼特·费拉惊讶地目睹了他的行为，证明了猿具有完美的欺骗能力。
3.6,599,606,7.尼基与丹迪,"结构，改变了政治剧中的主要演员。

尼基是一位聪明的乡巴佬，他和弟弟丹迪的行为改变了群落结构，他们的武力威胁和智慧改变了政治剧中的主要演员，尼基是这个故事中的青年英雄。"
3.6,607,625,7.尼基与丹迪,
3.6,599,625,7.尼基与丹迪,尼基和丹迪的行为改变了群落结构，改变了政治剧中的主要演员，尼基成为了青年英雄。
3.7,626,627,8.各雌性子群,雌性黑猩猩被分为三个子群，由经常待在一起、互相照顾的雌黑猩猩组成，其中最大的子群由大妈妈、格律勒、弗朗耶和安波组成，弗朗耶的牙齿和身体不好，可能是因为年纪大。
3.7,628,629,8.各雌性子群,弗朗耶天生迟疑胆怯，遇到危险时会大声吠叫，但其他黑猩猩不再注意，而成年雄黑猩猩或高等级雌黑猩猩发出的警报则会引起迅速反应。
3.7,630,631,8.各雌性子群,弗朗耶在遭遇麻烦时会紧张，但只有在丰士受到威胁时才会出手干预。丰士的表现可能是受到两只雌黑猩猩的保护影响。
3.7,632,633,8.各雌性子群,丰士和安波有着快乐友好的天性，安波被莫尼克迷住，耐心等待大妈妈允许抱孩子，最终可以背驮孩子走5米。
3.7,634,635,8.各雌性子群,安波是群落中最年长的四只雌黑猩猩之一，她从少年时期就加入群落，并且不断增加距离，承担起大量的搬运和看护工作，这些年来，这些年轻的雌黑猩猩都相继进入了青春期。
3.7,636,638,8.各雌性子群,"Can you explain the process of creating a successful marketing campaign?

How can I create a successful marketing campaign?"
3.7,639,640,8.各雌性子群,* 雌黑猩猩们不必战斗，受到更宽厚的对待，通过共同兴趣维系联系，传承照料孩子的技能。
3.7,641,642,8.各雌性子群,安波是一只有着大而清亮的琥珀色眼睛和坚定性格的雌黑猩猩，以卖弄风情的走路方式被认为是最性感的，但是是否有引发雄黑猩猩性欲的效果仍有待观察。
3.7,643,644,8.各雌性子群,"安波是群落中的一个优势角色，她来自同一个动物园，并且有两个孩子，另外两只黑猩猩则充当了孩子的""阿姨""。"
3.7,645,646,8.各雌性子群,吉米用卑鄙的诡计引诱陌生人上当，只有另一个人的帮助才能让受害者摆脱困境。
3.7,647,649,8.各雌性子群,吉米在猿籾社会中占据中心位置，与大妈妈相比影响较小，但对被宠坏的孩子乔纳斯断奶时引发了抗议。
3.7,650,651,8.各雌性子群,乔纳斯强迫弗朗耶给他喂奶，但吉米不关心他的发脾气，因此乔纳斯只能去别处寻求同情。
3.7,652,653,8.各雌性子群,弗朗耶被迫在乔纳斯被允许吃奶前站在他身边，而杰基出生后，施嫔有多余的奶水，但乔纳斯仍然显得需要被哺乳。
3.7,654,655,8.各雌性子群,"施嫔与吉米及孩子保持密切关系，乔纳斯被允许吃施嫔的奶，5岁时他与施嫔待在一起的时间是与亲生母亲待在一起的时间的8倍，尽管没有奶水可喝，他仍然将""阿姨""的奶头放进嘴里。"
3.7,656,657,8.各雌性子群,"乔纳斯是""妈妈的宝贝""，克娆姆和吉米形影不离，两人之间的友情深厚，比其他群落成员的关系更亲密。"
3.7,658,659,8.各雌性子群,"克娆姆身患双重残疾，走路弓着背，聋哑，小猿们模仿她的姿态玩""驼背猿""游戏。"
3.7,660,661,8.各雌性子群,克娆姆通过视觉通讯和声音表达来保持群落中的安全，使用丰富多样的指令系统。
3.7,662,663,8.各雌性子群,克娆姆的耳聋对她的后代致命，我们尝试帮助她，但最终还是无法改变结果，现在每次她生孩子后都会将孩子拿走。
3.7,664,666,8.各雌性子群,茹丝耶和乌特被收养，沃尔特·盎斯特的名字被用来命名乌特，简·范·霍夫邀请简去访问阿纳姆，这是简第一次看到黑猩猩群落。
3.7,667,668,8.各雌性子群,施嫔生了一个男孩，被取名为乌特，最初几个星期在简·范·霍夫家里得到照料，直到另一只雌黑猩猩特普尔的婴儿死亡。乌特得以幸存。
3.7,669,671,8.各雌性子群,乌特被收养成功，特普尔成为群落中的养母先驱，这是猿类社会中第一次完全成功的收养事件，为后续更为棘手的收养程序提供了宝贵经验。
3.7,672,673,8.各雌性子群,特普尔成功收养了一只婴儿黑猩猩，并且给群落中的其他雌黑猩猩们树立了一个榜样，因为黑猩猩不具备照料孩子的知识。乌特从小就拥有施嫔同样的体型和性格。
3.7,674,676,8.各雌性子群,乌特是一位勇敢、独立自主的黑猩猩，他敢于面对强大的对手，坚持自己的立场。
3.7,677,679,8.各雌性子群,特普尔和她的两个孩子乌特和泰山与普伊斯特有特殊的关系，在紧急情况下会请求普伊斯特的帮助，普伊斯特也会特殊对待这个家庭。
3.7,680,682,8.各雌性子群,"可能会因为安波的出现而发生变化，特普尔一家与普伊斯特之间的关系也会发生变化。

特普尔一家与普伊斯特之间的关系可能会因安波的出现而发生变化，可能会形成一个以安波为核心的子群。"
3.7,683,685,8.各雌性子群,所有黑猩猩的名字以不同的大写字母开头，用作观察活动的编码，以快速简明地标识群落结构。
3.7,686,687,8.各雌性子群,阿纳姆黑猩猩群落由7只成员组成，其中2只最小的是雌性，每只雌黑猩猩的孩子名字中都有特定的字母，与野生黑猩猩群落相比规模较小，但不会超出野生黑猩猩群落的范围。
3.7,688,690,8.各雌性子群,杉山幸丸跟踪观察了一个由21只黑猩猩组成的野生群落，发现其中成年雄性与成年雌性的比例与群落中的相应比例相差不大，而且这个群落中的高级成员们花在聚会上的时间占20%，这在野生黑猩猩中是相当高的比例。
3.7,691,692,8.各雌性子群,群落成员共同度过时光，杉山在访问阿纳姆前往非洲收集数据，尼基发起威胁性武力炫示，杉山被警告，但为时已晚。
3.7,693,694,8.各雌性子群,"尼基的""飞弹""差点击中杉山，但他仍用恭敬的目光看着它，并向尼基表达了问候。"
3.7,695,696,8.各雌性子群,杉山取得了一项最高纪录：一天之内，他学会了识别群落里几乎所有的猿，需要敏锐的观察能力、良好的记忆力以及正确的态度。黑猩猩们像人类一样，有着独特的个性和外貌，能够区别不同的个体。
3.7,697,698,8.各雌性子群,杉山受到特殊招待，猿类能够认出他们熟悉的人类脸，并将其视为领土的一部分。
3.7,626,631,8.各雌性子群,雌性黑猩猩被分为三个子群，其中最大的子群由大妈妈、格律勒、弗朗耶和安波组成，弗朗耶会在遭遇危险时大声吠叫，但只有在丰士受到威胁时才会出手干预，可能是受到两只雌黑猩猩的保护影响。
3.7,632,640,8.各雌性子群,丰士和安波是群落中最年长的四只雌黑猩猩，他们以友好、快乐的天性建立起友谊，安波还能背驮孩子走5米。丰士和安波通过友谊和共同兴趣维系联系，传承照料孩子的技能，为群落建立起友好的氛围。
3.7,641,649,8.各雌性子群,安波是一只性感的雌黑猩猩，在群落中占据优势角色，吉米则是猿籾社会的中心人物，对被宠坏的孩子乔纳斯断奶时引发了抗议。
3.7,650,657,8.各雌性子群,"Can you explain the process of how to create a successful marketing campaign?

How can I create a successful marketing campaign?"
3.7,658,666,8.各雌性子群,"克娆姆患有双重残疾，小猿们模仿她的姿态玩游戏，她通过视觉通讯和声音表达来保持群落安全，但最终无法改变她的后代致命的结果，简·范·霍夫邀请简去访问阿纳姆，这是简第一次看到黑猩猩群落。

克娆姆患有双重残疾，小猿们模仿她的姿态玩游戏，简·范·霍夫邀请简去访"
3.7,667,673,8.各雌性子群,施嫔成功收养了一只婴儿黑猩猩乌特，特普尔成为群落中的养母先驱，为后续收养程序提供宝贵经验，乌特从小就拥有施嫔同样的体型和性格。
3.7,674,685,8.各雌性子群,乌特是一位勇敢、独立自主的黑猩猩，他敢于面对强大的对手，坚持自己的立场。
3.7,686,690,8.各雌性子群,阿纳姆黑猩猩群落由7只成员组成，杉山幸丸跟踪观察了一个由21只黑猩猩组成的野生群落，发现其中成年雄性与成年雌性的比例相差不大，聚会时间占20%，规模不超出野生黑猩猩群落。
3.7,691,698,8.各雌性子群,"杉山在非洲收集数据，尼基发起威胁性武力炫示，但杉山仍用恭敬的目光看着它，学会了识别群落里几乎所有的猿，黑猩猩们像人类一样有着独特的个性和外貌，猿类能够认出他们熟悉的人类脸，杉山受到特殊招待。

杉山在非洲收集数据，尽管遭遇威胁，仍用恭敬的目光观察，学会识别群"
3.7,626,640,8.各雌性子群,雌性黑猩猩被分为三个子群，丰士和安波是最年长的四只，他们以友好、快乐的天性建立友谊，安波还能背驮孩子，为群落建立友好氛围。
3.7,641,666,8.各雌性子群,"问阿纳姆，这是简第一次看到黑猩猩群落，安波是一只性感的雌黑猩猩，吉米是猿籾社会的中心人物，通过视觉通讯和声音表达来保持群落安全。简见证了黑猩猩群落的生活，但最终无法改变她的后代致命的结果。

简见证了黑猩猩群落的生活，安波和吉米是群落中的优势角色，小猿们模仿安"
3.7,667,690,8.各雌性子群,施嫔成功收养了一只乌特，他成为群落中的养母先驱，乌特勇敢、独立，阿纳姆黑猩猩群落由7只成员组成，杉山幸丸观察到21只野生黑猩猩群落，比例相差不大，聚会时间占20%。
3.7,691,698,8.各雌性子群,落里的猿类，发现它们有着独特的个性和外貌，并受到特殊招待。
3.7,626,666,8.各雌性子群,波背驮孩子，通过视觉通讯和声音表达来保持群落安全。
3.7,667,698,8.各雌性子群,施嫔成功收养了一只乌特，开启了群落中的养母先驱，杉山幸丸观察到21只野生黑猩猩群落，乌特勇敢、独立，落里的猿类有着独特的个性和外貌，受到特殊招待。
3.7,626,698,8.各雌性子群,施嫔成功收养乌特，开启了群落中的养母先驱，杉山幸丸观察到21只野生黑猩猩群落，乌特勇敢、独立，猿类有独特的个性和外貌，波背驮孩子，通过视觉通讯和声音表达来保持群落安全。
4,699,699,第四部分,"提出了一种新的解决方案，以解决这一问题。
新方案可解决问题，提高效率。"
4.0,700,701,1.两次权力更迭,耶罗恩的力量像一辆蒸汽火车头、一辆坦克和一头犀牛一样，可以准备蹂躏一切挡着它的道，他用武力炫示赶走猿猴，让它们四处逃窜。
4.0,702,703,1.两次权力更迭,* 猿群在耶罗恩到来前会逃跑，空气中充满尖叫声和咆哮声，有时伴随着殴打声，和平重返时，猿群会向耶罗恩表示恭敬。
4.0,704,706,1.两次权力更迭,耶罗恩以国王般的姿态接受群猿的敬意，并与乔纳斯和乌特玩游戏，让一群雌黑猩猩护理毛皮。
4.0,707,708,1.两次权力更迭,黑猩猩之间存在着一种确认彼此社会等级关系的特定问候方式，使得统治与被统治关系在游戏中得到确认。
